mar.28	0
abr.28	2
may.28	3.9
jun.28	1.9
jul.28	0
ago.28	0
sept.28	7.4
oct.28	-5.2
nov.28	0
dic.28	-1.8
ene.29	-3.7
feb.29	0
mar.29	0
abr.29	0
may.29	1.9
jun.29	3.8
jul.29	0
ago.29	1.8
sept.29	3.6
oct.29	-3.4
nov.29	1.8
dic.29	1.7
ene.30	-8.6
feb.30	-1.9
mar.30	0
abr.30	1.9
may.30	1.9
jun.30	1.8
jul.30	0
ago.30	0
sept.30	0
oct.30	1.8
nov.30	0
dic.30	-1.8
ene.31	-3.6
feb.31	-3.8
mar.31	2
abr.31	-1.9
may.31	3.9
jun.31	1.9
jul.31	1.8
ago.31	0
sept.31	0
oct.31	-1.8
nov.31	0
dic.31	1.8
ene.32	-10.9
feb.32	0
mar.32	4.1
abr.32	2
may.32	3.8
jun.32	1.8
jul.32	0
ago.32	5.5
sept.32	12.1
oct.32	1.5
nov.32	1.5
dic.32	1.5
ene.33	0
feb.33	0
mar.33	0
abr.33	1.5
may.33	2.9
jun.33	1.4
jul.33	0
ago.33	1.4
sept.33	1.4
oct.33	-1.4
nov.33	-2.7
dic.33	0
ene.34	-2.8
feb.34	-1.5
mar.34	1.5
abr.34	1.4
may.34	1.4
jun.34	0
jul.34	1.4
ago.34	-1.4
sept.34	2.8
oct.34	-2.7
nov.34	2.8
dic.34	1.4
ene.35	0
feb.35	-4.1
mar.35	0
abr.35	1.4
may.35	0
jun.35	0
jul.35	1.4
ago.35	-1.4
sept.35	1.4
oct.35	0
nov.35	0
dic.35	0
ene.36	0
feb.36	1.4
mar.36	1.3
abr.36	1.3
may.36	2.6
jun.36	1.3
jul.36	1.3
ago.36	0
sept.36	1.2
oct.36	2.5
nov.36	-1.2
dic.36	0
ene.37	0
feb.37	-2.4
mar.37	3.7
abr.37	3.6
may.37	2.3
jun.37	2.3
jul.37	1.1
ago.37	1.1
sept.37	1.1
oct.37	0
nov.37	0
dic.37	-3.2
ene.38	-1.1
feb.38	0
mar.38	1.1
abr.38	2.2
may.38	2.2
jun.38	0
jul.38	0
ago.38	-1.1
sept.38	1.1
oct.38	0
nov.38	0
dic.38	-2.1
ene.39	-2.2
feb.39	-2.2
mar.39	2.3
abr.39	3.3
may.39	1.1
jun.39	0
jul.39	-1.1
ago.39	0
sept.39	1.1
oct.39	3.2
nov.39	2.1
dic.39	0
ene.40	-3
feb.40	2.1
mar.40	1
abr.40	3
may.40	1
jun.40	3.9
jul.40	-0.9
ago.40	1.9
sept.40	4.6
oct.40	0.9
nov.40	-1.8
dic.40	-3.6
ene.41	0
feb.41	1.8
mar.41	2.7
abr.41	1.8
may.41	3.5
jun.41	1.7
jul.41	0.8
ago.41	1.6
sept.41	4.8
oct.41	1.5
nov.41	-0.8
dic.41	1.5
ene.42	0.8
feb.42	2.2
mar.42	4.3
abr.42	4.2
may.42	2
jun.42	-0.7
jul.42	0.7
ago.42	3.3
sept.42	1.9
oct.42	3.5
nov.42	0
dic.42	0.8
ene.43	-1.7
feb.43	1.8
mar.43	1.2
abr.43	4.2
may.43	2.3
jun.43	1.7
jul.43	-1.1
ago.43	0
sept.43	1.1
oct.43	0.5
nov.43	-0.5
dic.43	-1.6
ene.44	1.7
feb.44	-1.1
mar.44	1.7
abr.44	3.8
may.44	2.6
jun.44	-1
jul.44	0.5
ago.44	2.6
sept.44	5
oct.44	4.2
nov.44	0
dic.44	-5.5
ene.45	-0.5
feb.45	0.5
mar.45	1
abr.45	1
may.45	0.5
jun.45	0.9
jul.45	0
ago.45	0.9
sept.45	4.1
oct.45	3.1
nov.45	-5.2
dic.45	1.4
ene.46	1.4
feb.46	-0.9
mar.46	0.9
abr.46	2.2
may.46	2.2
jun.46	3.4
jul.46	1.6
ago.46	3.2
sept.46	4.7
oct.46	3
nov.46	0.7
dic.46	4.3
ene.47	5.2
feb.47	-0.7
mar.47	4.6
abr.47	1.9
may.47	2.8
jun.47	0.3
jul.47	1.8
ago.47	2.3
sept.47	1.2
oct.47	-0.6
nov.47	2
dic.47	0.3
ene.48	0.8
feb.48	2.2
mar.48	2.2
abr.48	1.6
may.48	0.3
jun.48	0.8
jul.48	2.6
ago.48	2.8
sept.48	3.2
oct.48	0
nov.48	-0.7
dic.48	0
ene.49	2.4
feb.49	0.7
mar.49	1.4
abr.49	4.8
may.49	1.1
jun.49	1.3
jul.49	0.2
ago.49	2.1
sept.49	0.4
oct.49	3.9
nov.49	1
dic.49	-0.4
ene.50	0
feb.50	-1.2
mar.50	1.8
abr.50	1.2
may.50	1.2
jun.50	1.7
jul.50	1.9
ago.50	1.3
sept.50	0.5
oct.50	10.2
nov.50	-2.1
dic.50	-0.7
ene.51	-0.2
feb.51	2.2
mar.51	0.8
abr.51	0.7
may.51	2.5
jun.51	2.1
jul.51	3.1
ago.51	5.2
sept.51	6.1
oct.51	1.6
nov.51	-3.2
dic.51	0.6
ene.52	0.3
feb.52	0.7
mar.52	1.9
abr.52	2.3
may.52	5.5
jun.52	0.8
jul.52	2.7
ago.52	1.1
sept.52	3.5
oct.52	0.7
nov.52	-1
dic.52	-6.5
ene.53	4.5
feb.53	0.8
mar.53	0.4
abr.53	1.3
may.53	2.2
jun.53	3.3
jul.53	7.2
ago.53	6.5
sept.53	9.1
oct.53	5.5
nov.53	4.2
dic.53	0.9
ene.54	4.6
feb.54	1.5
mar.54	7.4
abr.54	7.6
may.54	3.3
jun.54	4.2
jul.54	4.7
ago.54	8.5
sept.54	3.2
oct.54	4.4
nov.54	3.6
dic.54	2.3
ene.55	3.4
feb.55	4.5
mar.55	6.4
abr.55	8.9
may.55	4.7
jun.55	4.6
jul.55	2.2
ago.55	3.9
sept.55	7.7
oct.55	6
nov.55	6.1
dic.55	4.2
ene.56	3.6
feb.56	1
mar.56	1.3
abr.56	2.3
may.56	2.1
jun.56	2.7
jul.56	2.6
ago.56	5.2
sept.56	7.2
oct.56	5.2
nov.56	-0.3
dic.56	-0.3
ene.57	-0.4
feb.57	0.4
mar.57	2.6
abr.57	5
may.57	2.2
jun.57	3.7
jul.57	4.6
ago.57	2.6
sept.57	12.2
oct.57	-6.5
nov.57	-6.5
dic.57	-2.4
ene.58	3.1
feb.58	3.3
mar.58	2.8
abr.58	2.9
may.58	2.6
jun.58	1.3
jul.58	1.2
ago.58	2.5
sept.58	2.3
oct.58	2.3
nov.58	2.6
dic.58	1.7
ene.59	3.2
feb.59	4.6
mar.59	4.7
abr.59	3.8
may.59	3.2
jun.59	2.2
jul.59	4.2
ago.59	2.3
sept.59	1.4
oct.59	2.5
nov.59	-2.1
dic.59	-0.6
ene.60	1.3
feb.60	0.2
mar.60	0.5
abr.60	-0.9
may.60	0.4
jun.60	-0.2
jul.60	2.4
ago.60	1.4
sept.60	1.1
oct.60	0.2
nov.60	-0.2
dic.60	-0.9
ene.61	1.8
feb.61	0.4
mar.61	0.7
abr.61	0.5
may.61	0.7
jun.61	0.3
jul.61	1.3
ago.61	1.1
sept.61	1.3
oct.61	0.9
nov.61	-0.1
dic.61	0.2
ene.62	1.7
feb.62	0.9
mar.62	0.6
abr.62	0.1
may.62	0.9
jun.62	1.4
jul.62	0.9
ago.62	1.4
sept.62	2.8
oct.62	6.4
nov.62	6.3
dic.62	1.6
ene.63	3.2
feb.63	5.8
mar.63	3.1
abr.63	2.5
may.63	3.6
jun.63	1.6
jul.63	2.5
ago.63	2.9
sept.63	4.5
oct.63	1.4
nov.63	4.1
dic.63	3
ene.64	1.4
feb.64	9.8
mar.64	4.7
abr.64	2.8
may.64	1
jun.64	2.2
jul.64	2.3
ago.64	2.5
sept.64	2.5
oct.64	3.4
nov.64	-1.1
dic.64	1.8
ene.65	1.2
feb.65	2.1
mar.65	3.6
abr.65	6.9
may.65	1.8
jun.65	0.1
jul.65	0.6
ago.65	2.3
sept.65	0.9
oct.65	1.9
nov.65	1.7
dic.65	0.4
ene.66	2.6
feb.66	2.9
mar.66	2.3
abr.66	1.4
may.66	1
jun.66	2
jul.66	2.2
ago.66	1.5
sept.66	3.5
oct.66	-0.3
nov.66	-1.4
dic.66	-1.7
ene.67	2.8
feb.67	2.7
mar.67	1.8
abr.67	2
may.67	2.2
jun.67	2.3
jul.67	2.3
ago.67	0.1
sept.67	2.8
oct.67	0.8
nov.67	0.1
dic.67	0.1
ene.68	5.7
feb.68	2.7
mar.68	1.5
abr.68	2.5
may.68	2.3
jun.68	3
jul.68	2.8
ago.68	1.2
sept.68	1.2
oct.68	1.4
nov.68	1.3
dic.68	-0.4
ene.69	4.9
feb.69	5.4
mar.69	3.1
abr.69	3.1
may.69	2.6
jun.69	2.3
jul.69	1.2
ago.69	1.5
sept.69	0.5
oct.69	0.4
nov.69	0.8
dic.69	0.3
ene.70	6.8
feb.70	5.1
mar.70	3.5
abr.70	2.4
may.70	2.1
jun.70	2
jul.70	1.9
ago.70	2.5
sept.70	2.7
oct.70	0.9
nov.70	0.6
dic.70	0
ene.71	1.4
feb.71	0.7
mar.71	1.2
abr.71	2.5
may.71	2.8
jun.71	2
jul.71	0.3
ago.71	1.1
sept.71	1.1
oct.71	1.7
nov.71	2.7
dic.71	2.8
ene.72	3.7
feb.72	6.5
mar.72	2.7
abr.72	5.7
may.72	4.3
jun.72	2.1
jul.72	4.5
ago.72	22.7
sept.72	22.2
oct.72	15.2
nov.72	5.6
dic.72	8.3
ene.73	10.3
feb.73	4.1
mar.73	6.2
abr.73	10.2
may.73	19.4
jun.73	15.7
jul.73	15.3
ago.73	17.1
sept.73	16.9
oct.73	87.6
nov.73	5.7
dic.73	4.7
ene.74	14.1
feb.74	24.5
mar.74	14.2
abr.74	15.3
may.74	8.7
jun.74	20.8
jul.74	11.5
ago.74	10.9
sept.74	12.8
oct.74	18.9
nov.74	9.7
dic.74	6.5
ene.75	13.9
feb.75	16.5
mar.75	21.2
abr.75	20.8
may.75	16
jun.75	19.8
jul.75	9.3
ago.75	8.9
sept.75	9.2
oct.75	8.4
nov.75	8.2
dic.75	7.1
ene.76	10.5
feb.76	10.1
mar.76	13.5
abr.76	11.9
may.76	9.8
jun.76	12.3
jul.76	8.9
ago.76	5.5
sept.76	7.6
oct.76	6.7
nov.76	3.8
dic.76	5.1
ene.77	5.9
feb.77	5.8
mar.77	6.1
abr.77	4.7
may.77	3.8
jun.77	3.3
jul.77	3.9
ago.77	3.4
sept.77	3.7
oct.77	4.2
nov.77	2.2
dic.77	3.1
ene.78	1.8
feb.78	2.4
mar.78	2.9
abr.78	2.6
may.78	2.1
jun.78	2
jul.78	2.5
ago.78	2.8
sept.78	2.9
oct.78	1.9
nov.78	1.3
dic.78	1.5
ene.79	2.2
feb.79	1.6
mar.79	2.8
abr.79	2.6
may.79	2.5
jun.79	2.5
jul.79	3.6
ago.79	4.7
sept.79	3.9
oct.79	2.4
nov.79	2.1
dic.79	2.2
ene.80	2.1
feb.80	1.8
mar.80	2.9
abr.80	2.5
may.80	2.3
jun.80	1.9
jul.80	2
ago.80	2.2
sept.80	2.1
oct.80	2.9
nov.80	2.6
dic.80	1.9
ene.81	1.6
feb.81	0.3
mar.81	0.8
abr.81	1.2
may.81	1.3
jun.81	0.1
jul.81	0.6
ago.81	1.2
sept.81	0.9
oct.81	0.3
nov.81	0.2
dic.81	0.5
ene.82	0.7
feb.82	-0.8
mar.82	0.4
abr.82	-0.1
may.82	-0.5
jun.82	0.7
jul.82	2
ago.82	3.2
sept.82	4.3
oct.82	4.8
nov.82	3.3
dic.82	1.2
ene.83	1.8
feb.83	0.1
mar.83	1.9
abr.83	3
may.83	1.4
jun.83	1.6
jul.83	1.9
ago.83	2.7
sept.83	2.3
oct.83	2.4
nov.83	1.3
dic.83	0.6
ene.84	0.1
feb.84	-0.2
mar.84	2.5
abr.84	1.5
may.84	1.2
jun.84	1.3
jul.84	0.9
ago.84	0.3
sept.84	2.9
oct.84	8.2
nov.84	1.2
dic.84	1.4
ene.85	3.1
feb.85	2
mar.85	2.8
abr.85	2.3
may.85	2
jun.85	3.7
jul.85	1.3
ago.85	0.9
sept.85	1.2
oct.85	1.5
nov.85	1.6
dic.85	1.3
ene.86	2.7
feb.86	0.9
mar.86	1.5
abr.86	1.4
may.86	0.7
jun.86	1.3
jul.86	1
ago.86	0.6
sept.86	1.5
oct.86	1.5
nov.86	1.4
dic.86	1.5
ene.87	2
feb.87	1.7
mar.87	1.6
abr.87	2.4
may.87	1.5
jun.87	0.7
jul.87	1.7
ago.87	1.4
sept.87	1.9
oct.87	2.4
nov.87	1.9
dic.87	0.3
ene.88	0.7
feb.88	0.4
mar.88	1.9
abr.88	0.8
may.88	0.5
jun.88	0.6
jul.88	0.1
ago.88	0.8
sept.88	0.9
oct.88	1.5
nov.88	1.9
dic.88	1.9
ene.89	1.1
feb.89	0.1
mar.89	1.9
abr.89	1
may.89	2
jun.89	1.8
jul.89	1.8
ago.89	1
sept.89	2.1
oct.89	2.9
nov.89	1.7
dic.89	2.1
ene.90	2.5
feb.90	0.3
mar.90	2.4
abr.90	1.8
may.90	1.5
jun.90	2.2
jul.90	1.7
ago.90	2
sept.90	4.9
oct.90	3.8
nov.90	0.9
dic.90	0.5
ene.91	0.4
feb.91	0.1
mar.91	1.2
abr.91	1.8
may.91	2.5
jun.91	1.8
jul.91	1.8
ago.91	1.2
sept.91	1.3
oct.91	2.9
nov.91	0.9
dic.91	1.2
ene.92	1.1
feb.92	-0.6
mar.92	0.7
abr.92	1.3
may.92	1.1
jun.92	0.7
jul.92	1.1
ago.92	1.4
sept.92	2.3
oct.92	1.4
nov.92	1.4
dic.92	0.1
ene.93	0.2
feb.93	0.4
mar.93	0.6
abr.93	1.4
may.93	1.5
jun.93	0.5
jul.93	1
ago.93	2.1
sept.93	1.2
oct.93	2.6
nov.93	0.1
dic.93	0.2
ene.94	1
feb.94	0.3
mar.94	1.1
abr.94	0.5
may.94	1.4
jun.94	0.5
jul.94	0.6
ago.94	1.1
sept.94	0.5
oct.94	0.6
nov.94	0.6
dic.94	0.3
ene.95	0.6
feb.95	0.5
mar.95	0.6
abr.95	0.6
may.95	0.6
jun.95	0.7
jul.95	0.8
ago.95	1.6
sept.95	0.6
oct.95	0.8
nov.95	0.1
dic.95	0.3
ene.96	0.3
feb.96	0.5
mar.96	0.7
abr.96	1
may.96	0.8
jun.96	0.4
jul.96	0.3
ago.96	0.4
sept.96	0.5
oct.96	0.7
nov.96	0.4
dic.96	0.4
ene.97	0.5
feb.97	0.8
mar.97	0.3
abr.97	0.3
may.97	0.2
jun.97	0.2
jul.97	0.6
ago.97	0.4
sept.97	0.9
oct.97	1.2
nov.97	0.1
dic.97	0.1
ene.98	0.7
feb.98	-0.1
mar.98	0.4
abr.98	0.4
may.98	0.2
jun.98	0.3
jul.98	0.4
ago.98	0.3
sept.98	0.5
oct.98	0.8
nov.98	0.1
dic.98	0.5
ene.99	-0.3
feb.99	0.1
mar.99	0.6
abr.99	0.4
may.99	0.1
jun.99	0.1
jul.99	0.1
ago.99	0.2
sept.99	0.2
oct.99	0.4
nov.99	0.2
dic.99	0.3
ene.00	0.2
feb.00	0.6
mar.00	0.7
abr.00	0.5
may.00	0.2
jun.00	0.2
jul.00	0.1
ago.00	0.3
sept.00	0.6
oct.00	0.6
nov.00	0.3
dic.00	0.1
ene.01	0.3
feb.01	-0.3
mar.01	0.5
abr.01	0.5
may.01	0.4
jun.01	0.1
jul.01	-0.2
ago.01	0.8
sept.01	0.7
oct.01	0.1
nov.01	0
dic.01	-0.3
ene.02	-0.1
feb.02	0
mar.02	0.5
abr.02	0.4
may.02	0.1
jun.02	-0.1
jul.02	0.4
ago.02	0.4
sept.02	0.8
oct.02	0.9
nov.02	-0.1
dic.02	-0.4
ene.03	0.1
feb.03	0.8
mar.03	1.2
abr.03	-0.1
may.03	-0.4
jun.03	0
jul.03	-0.1
ago.03	0.2
sept.03	0.2
oct.03	-0.2
nov.03	-0.3
dic.03	-0.3
ene.04	-0.2
feb.04	0
mar.04	0.4
abr.04	0.4
may.04	0.5
jun.04	0.4
jul.04	0.2
ago.04	0.4
sept.04	0.1
oct.04	0.3
nov.04	0.3
dic.04	-0.4
ene.05	-0.3
feb.05	-0.1
mar.05	0.6
abr.05	0.9
may.05	0.3
jun.05	0.4
jul.05	0.6
ago.05	0.3
sept.05	1
oct.05	0.5
nov.05	-0.2
dic.05	-0.3
ene.06	0.1
feb.06	-0.1
mar.06	0.6
abr.06	0.6
may.06	0.2
jun.06	0.6
jul.06	0.5
ago.06	0.3
sept.06	0
oct.06	-0.3
nov.06	-0.2
dic.06	0.1
ene.07	0.3
feb.07	-0.2
mar.07	0.4
abr.07	0.6
may.07	0.6
jun.07	0.9
jul.07	1.1
ago.07	1.1
sept.07	1.1
oct.07	0.3
nov.07	0.8
dic.07	0.5
ene.08	0
feb.08	0.4
mar.08	0.8
abr.08	0.4
may.08	1.2
jun.08	1.5
jul.08	1.1
ago.08	0.9
sept.08	1.1
oct.08	0.9
nov.08	-0.1
dic.08	-1.2
ene.09	-0.8
feb.09	-0.4
mar.09	0.4
abr.09	-0.2
may.09	-0.3
jun.09	0.3
jul.09	-0.4
ago.09	-0.4
sept.09	1
oct.09	0
nov.09	-0.5
dic.09	-0.3
ene.10	0.5
feb.10	0.3
mar.10	0.1
abr.10	0.5
may.10	0.4
jun.10	0
jul.10	0.6
ago.10	-0.1
sept.10	0.4
oct.10	0.1
nov.10	0.1
dic.10	0.1
ene.11	0.3
feb.11	0.2
mar.11	0.8
abr.11	0.3
may.11	0.4
jun.11	0.2
jul.11	0.1
ago.11	0.2
sept.11	0.5
oct.11	0.5
nov.11	0.3
dic.11	0.6
ene.12	0.1
feb.12	0.4
mar.12	0.2
abr.12	0.1
may.12	0
jun.12	-0.3
jul.12	0
ago.12	0.2
sept.12	0.8
oct.12	0.6
nov.12	-0.5
dic.12	0
ene.13	0.2
feb.13	0.1
mar.13	0.4
abr.13	-0.5
may.13	0
jun.13	0.6
jul.13	0.3
ago.13	0.2
sept.13	0.5
oct.13	0.1
nov.13	0.4
dic.13	0.6
ene.14	0.2
feb.14	0.5
mar.14	0.8
abr.14	0.6
may.14	0.3
jun.14	0.1
jul.14	0.2
ago.14	0.3
sept.14	0.8
oct.14	1
nov.14	0
dic.14	-0.4
ene.15	0.1
feb.15	0.4
mar.15	0.6
abr.15	0.6
may.15	0.2
jun.15	0.5
jul.15	0.4
ago.15	0.7
sept.15	0.5
oct.15	0.4
nov.15	0
dic.15	0
ene.16	0.5
feb.16	0.3
mar.16	0.4
abr.16	0.3
may.16	0.2
jun.16	0.4
jul.16	0.2
ago.16	0
sept.16	0.2
oct.16	0.2
nov.16	0.1
dic.16	-0.2
ene.17	0.5
feb.17	0.2
mar.17	0.4
abr.17	0.2
may.17	0.1
jun.17	-0.4
jul.17	0.2
ago.17	0.2
sept.17	-0.2
oct.17	0.6
nov.17	0.1
dic.17	0.1
ene.18	0.5
feb.18	0
mar.18	0.2
abr.18	0.3
may.18	0.3
jun.18	0.1
jul.18	0.4
ago.18	0.2
sept.18	0.3
oct.18	0.4
nov.18	0
dic.18	-0.1
ene.19	0.1
feb.19	0
mar.19	0.5
abr.19	0.3
may.19	0.6
jun.19	0
jul.19	0.2
ago.19	0.2
sept.19	0
oct.19	0.8
nov.19	0.1
dic.19	0.1
ene.20	0.6
feb.20	0.4
mar.20	0.3
abr.20	0
may.20	-0.1
jun.20	-0.1
jul.20	0.1
ago.20	0.1
sept.20	0.6
oct.20	0.7
nov.20	-0.1
dic.20	0.3
ene.21	0.7
feb.21	0.2
mar.21	0.4
abr.21	0.4
may.21	0.3
jun.21	0.1
jul.21	0.8
ago.21	0.4
sept.21	1.2
oct.21	1.3
nov.21	0.5
dic.21	0.8
ene.22	1.2
feb.22	0.3
mar.22	1.9
abr.22	1.4
may.22	1.2
jun.22	0.9
jul.22	1.4